,Description,Genre
121,"Ignacio Carrillo (Marciano Martínez) is a vallenato singer from Majagual, Sucre, who decides, after his wife's sudden death, to stop playing and return his accordion, which is said to be cursed, to his master. He is joined by Fermín Morales (Yull Núñez), a teenage boy who admires Ignacio and wishes to become a juglar like him. Carrillo reluctantly accepts, given his loneliness. On Ash Wednesday 1968, Carrillo, Morales and their donkey start a journey throughout several towns in the Caribbean region in Northern Colombia, until Taroa (a small caserío in Uribia jurisdiction), in La Guajira desert, where Carrillo's maestro supposedly lives. During their journey, Carrillo participates in the first version of the Vallenato Legend Festival in Valledupar.",Non Crime
122,A middle-aged man tries to get by in Milan while trying to retain his dignity.,Non Crime
123,A group of people are sitting in a theatre watching a movie when one realises that the woman on the screen is her. (IMDb),Non Crime
124,A murder mystery that opens with the discovery of human body parts stuffed inside a cow on the outskirts of a small channel town in northern France.,Crime
125,"A student will do anything to become part of the ""in-crowd"" at the exclusive school she attends in New York.",Non Crime
126,"Billy is a fetish photographer whose models begin to turn up dead. Michael, a melancholic cop, is tasked with investigating him.",Crime
127,"Fantasy - A failed sculptor discovers a strange, talking hole in the wall. It has the power to fulfill his wildest dreams...and become his worst nightmare. -  Mary McDonald-Lewis, Don Alder, Sean McGrath",Non Crime
128,"In the follow-up of Estonian classics ""Kevade"" (1969) and ""Suvi"" (1976) the same characters have reached their middle-age. Everybody are living quiet family-life but Kiir the tailor who one more time decides to become a farmer and get married.",Non Crime
129,An abused woman finds love in the arms of a famous novelist,Non Crime
130,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,Crime
131,"An emotional and thrilling tale of life and death behind the walls of a maximum security prison. From the acclaimed director of 'Bonnie and Clyde', and featuring a powerful international cast.",Crime
132,"Narcotics agent Tom Wilde is given a second chance at life after being shot and killed. In a futuristic experiment, agent Wilde is returned to life as an Android Robot. He is sent on a very dangerous mission into the depths of the golder Triangle to rescue Sophie, a beautiful undercover agent who has been captured by the evil drug warlord Mr. Young and his inhuman creation the Vampire Beast.",Crime
133,"A documentary on Jacques Vergès, the controversial lawyer and former Free French Forces guerrilla who has defending unpopular figures such as Nazi war criminal Klaus Barbie and Holocaust denier Roger Garaudy.",Non Crime
134,An American with a shady past joins with a morally-bankrupt Irishman to find treasure buried by Arabs in a deserted mosque in the Sahara. The situation becomes complicated when they are surrounded by Bedouin bandits.,Crime
135,"A young couple spend the night in a restaurant, only to find out that it is haunted by three dead women who hunger for human flesh.",Non Crime
136,"Dick Proenneke retired at age 50 in 1967 and decided to build his own cabin in the wilderness at the base of the Aleutian Peninsula, in what is now Lake Clark National Park. Using color footage he shot himself, Proenneke traces how he came to this remote area, selected a homestead site and built his log cabin completely by himself. The documentary covers his first year in-country, showing his day-to-day activities and the passing of the seasons as he sought to scratch out a living alone in the wilderness.",Non Crime
137,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",Non Crime
138,"An unpolished racketeer, whose racket is finding heirs for unclaimed fortunes, affects ethics and tea-drinking manners to win back the sweetheart who now works for his seemingly upright competitor.",Crime
139,"A WWII Coast Guard veteran, Lt. Scott Burnett (Robert Ryan), is plagued by nightmares of his combat days. One day, he meets a woman, Peggy Butler (Joan Bennett), walking on a beach, picking up pieces of wood. Butler is married to a grumpy, blind painter, Ted Butler (Charles Bickford). Despite his affections for his fiancée Eve (Nan Leslie), whose father is a boat builder, Scott falls in love with Peggy and soon breaks off the engagement. Peggy reveals that she blinded her husband years earlier by throwing a glass at him during an ugly spat, ruining his career and her own ambitions to be an upper-class socialite. Scott fears that Ted is suspicious that he is having an affair with Peggy and becomes so paranoid that he begins to believe that Ted is faking his blindness — and sets out to prove it. This was the fifth and final American film by the great French writer-director Jean Renoir.",Non Crime
